"AUDITORIUM",46.6997331,10.0966659479341
"ATLANTIC CITY,[NJ]",39.3642852,-74.4229351
"156 SECOND AVENUE,[NEW YORK,NY]",42.8020272,-73.9503835
"SS SONOMA",38.5689053,-122.639240346773
"PARK ROW BUILDING, NEW YORK, NY",40.7130882,-74.000754
"Algonquin Hotel",40.7559397,-73.9823470916667
"TERRE HAUTE,IND;",39.4667025,-87.4139119
"ST.LOUIS CLUB,(ST.LOUIS,MISSOURI)",38.6272733,-90.1978889
"Hotel de La Tremoille",48.8668308,2.3028826
"Grand Cafe",19.0430143,-72.6353735
"Jacques et Alain PIC",45.4317057,4.3616435
"HOTEL ARNO",7.081172,171.6562687
"LUCERNE",39.0901709,-122.7963806
"BLACK DIAMOND EXPRESS",28.8825413,-82.480946
"PARK ROW BUILDING [NEW YORK,NY?]",40.7130882,-74.000754
"MERCANTILE CLUB (ST. LOUIS)",38.611297,-90.3381746
"EN  ROUTE - SONOMA",36.0241873,-115.049546016068
"VENICE, CA",54.698056,-112.147222
"NEW YORK, [NY]",40.7306458,-73.9866136
"Las Piramides",4.80225395,-75.7212481555834
"La Galleria",45.8233714,9.7173177
"ARKWRIGHT CLUB, NEW YORK CITY",40.70351575,-73.8839930072442
"Bull and Bear",50.1150426,8.6783778
"RYE BEACH, NH",50.95239635,0.730772174790505
"CAFE MARTIN {NEW YORK}",40.6693871,-73.9630299
"CLEVELAND,[OH?]",41.5051613,-81.6934446
"Restaurant zum alten Rathaus",51.594397,6.5560907
"CHICAGO ATHLETIC ASSOCIATION;",41.8818739,-87.62520285
"PHILADELPHIA BOURSE,[PHILADELPHIA,PA]",39.94974755,-75.1481877458217
"Sweets Restaurant",42.7234054,-75.3046123
"[SAN DIEGO, CA]",32.7174209,-117.1627714
"BIARRITZ, FRANCE",43.4815899,-1.556116
"PETROPOLIS, BRAZIL",-22.519963,-43.192613
"Arcadie",47.4283515,-0.6939233
"WILLARD HOTEL, [WASHINGTON, DC]",38.8967195,-77.032507
"Al Pappagallo",44.4936738,11.3467884
"MINNEWASKA,NY;",41.7115518,-74.3040067379541
"SIXTH AVENUE, NEW YORK",42.7965419,-73.9519965
"Rules",42.3813939,-4.258284
"SAVOY (NY?)",40.7623826,-73.9655675291268
"Euler Bar",23.2421342,-106.4135509
"ATLANTIC HOTEL, OCEAN CITY, MD",38.32872285,-75.0865955574499
"R.M.S."CAMPANIA"",33.4106947,-82.2901231
"394 CANAL ST. NY",40.7142685,-73.9897172
"Zunfthaus Zur Waag",47.3702401,8.5403116
"BERLIN,GERMANY",52.5170365,13.3888599
"KENILWORTH INN, N.C.",35.5725538,-82.5407976
"PERTH AMBOY, NJ",40.5067723,-74.2654234
"DELMONICO",18.4520035,-66.0714599781212
"(NY)",43.1561681,-75.8449946
"BOSTON,MA.",42.3604823,-71.0595678
"[THE KNICKERBOCKER CLUB?]",40.7658333,-73.9716667
"VENTURA",34.4458248,-119.0779359
"DETROIT, [MI]",42.3486635,-83.0567375
"[AMSTERDAM, HOLLAND ?]",52.3745403,4.89797550561798
"PINEHURST,N.C.",35.1946235,-79.4679317
"BROOKLYN NY",40.6501038,-73.9495823
"ON BOARD THE "AMERIKA"",40.80277085,-73.9444084500581
"MAINZ, GERMANY",49.9999952,8.2710237
"BRUNSWICK ME?",43.905599,-69.9759914804754
"48 EAST 14TH STREET,[NEW YORK,NY?]",40.84093215,-73.4083084008887
"MOBILE,AL.",39.092585,-84.853229
"EN ROUTE - "FRIEDRICH DER GROSSE"",51.5617123,7.2583333
"ST.AUGUSTINE,FL",29.8946952,-81.3145395
"DELMONICOS,[NEW YORK]",40.7050005,-74.0102731
"HOBOKEN STATION, NJ",40.7433066,-74.0323752
"ROCHESTER CLUB",43.157285,-77.615214
"BROADWAY, NY",40.8897093,-73.8980538
"MADISON SQUARE, NEW YORK",42.875882,-75.6802581
"CHICAGO, [IL]",41.8755546,-87.6244212
"REST.",39.2903794,-78.0827777
"272 EIGHTH AVE NY;",43.216233,-74.1823014
"DELMONICO'S,[NEW YORK]",40.7050005,-74.0102731
"MONTAUK CLUB, BROOKLYN, NY",40.675,-73.9719444
"ST.DENIS HOTEL,NY",46.9044548,3.0676183
"Hotel Euler",47.548696,7.590003
"RR STATION",2.135138,-61.3631922
"57 BROAD STREET, NY",40.6255432,-74.0772994766436
"NEW YORK CITY, DELMONICO'S",40.7050005,-74.0102731
"NEW YORK CITY,NY",40.7306458,-73.9866136
"Grill",40.2987036,-75.9404872
"Ruby Foo's",45.4966409,-73.6553032
"Romantik Hotel",51.8349058,8.3099353
"Allard; 41 Rue Saint Andre des Arts",48.8533371,2.3410727
"BURMA",17.1750495,95.9999652
"VIRGINIA BEACH VA",36.7953025,-76.0509251225811
"HELENA, MT",46.592712,-112.036109
"New Shanghai",52.0756019,4.3132907
"CHATTANOOGA,TN",35.0456297,-85.3096801
"THE ARLINGTON, WASHINGTON, D.C.",38.8903961,-77.0841585
"BOSTON, MASS.",42.3604823,-71.0595678
"Plaza Athenee",-23.25853885,-47.2787699625952
"COLONIAL CLUB",26.1607284,-81.8100693143902
"EN ROUTE " H.H.MEIER"",48.12902485,11.5814883046333
"[CLEVELAND, OH]",41.5051613,-81.6934446
"PABST BLUE RIBBON",48.2308638,-116.539937935678
"PARKER'S",43.7322918,-75.6707437
"OLYMPIA, [LONDON, ENGLAND]",51.49632115,-0.210603517402371
"NARRAGANSETT HOTEL, PROVIDENCE, RI",41.4501021,-71.4495005
"66 ST. & BWAY. NY",40.9063382,-73.89651
"ALDINE, [NEW YORK, NY?]",41.0938889,-73.9244444
"[MIRAMAR?]",25.97591145,-80.3347212811522
"MONTREAL, [CANADA]",45.4972159,-73.6103642
"213 SIXTH AVE. NY",42.7965419,-73.9519965
"57 BROAD ST., NEW YORK, NY",40.6255432,-74.0772994766436
"SIENA, ITALY",43.3185536,11.3316533
"TEN EYCK, THE, ALBANY, NY",42.6505911,-73.7525883716679
"Gutsschanke Neuhof",50.0162977,8.7288595
"LYONS, [FRANCE]",48.6053535,7.7525016
"CORBRIDGE, [ENGLAND?]",54.9734089,-2.0110843
"LOTUS CLUB, (?)",9.9674745,76.2845428
"CARLETON RESTAURANT,NEW YORK,NY",40.73669615,-73.8586701441056
"AUDITORIUM HOTEL, CHICAGO, [IL]",41.9253235,-87.7700097242894
"[PARIS, FRANCE]",48.8566101,2.3514992
"Yankee Pedlar Inn",41.80233365,-73.1217623059337
"WATERLOO, BELGIUM",50.7173563,4.3978047
"WHEATON, MD",39.0398314,-77.0552555
"Bristol Restaurant",48.2028735,16.370326
"MANILA,P.I.",25.4486646,-100.9650523
"COLOMBO, (?)",6.9349969,79.853845
"Hochst",50.0976871,8.53844921885897
"EL PASO, TX",31.8111305,-106.501349395577
"A Vieux Saint Martin",47.3933095,0.68332
"EN ROUTE "FRIEDRICH DER GROSSE "",51.5617123,7.2583333
"BLEECKER STREET, NEW YORK",40.732915,-74.003976
"CONEY ISLAND, NEW YORK",44.6061711,-74.9715859
"SANDWICH,MASS.",41.7579043,-70.4968152
"COMMONWEALTH CLUB; RICHMOND, VA",37.54573975,-77.4477457573118
"METROPOLITAN OPERA HOUSE",40.77286435,-73.9847850390038
"HOTEL MANHATTAN, [NY]",40.7902778,-73.9597222
"EN ROUTE 'FRIEDRICH DER GROSSE"",51.5617123,7.2583333
"ST. CHARLES HOTEL",42.2472591,-73.7824527
"667 BOND ST. NY",40.634727,-74.130868
"Sanssouci",52.40434215,13.0392124551308
"MACKINAC ISLAND, MI",45.8492045,-84.6196721
"9 & 10 BATTERY PL. NY",40.7049208,-74.0162242
"Waldorf-Astoria",34.066568,-118.41166629403
"IMPERIAL PALACE, TOKYO, JAPAN",35.6823383,139.752178573438
"STEAMER NEW YORK",42.6658684,-73.7907
"WELLINGTON, THE, PROVIDENCE, RI",41.81382,-71.363243
"25 PARK ROW, NEW YORK, NY",40.711453,-74.0074528
"NEW YORK,[NY]",40.7306458,-73.9866136
"BELLEVUE-STRATFORD, (PHILADELPHIA, PA?)",39.94908785,-75.1648650745882
"Restaurant Faberhof",52.0224364,5.5780132
"Yamato",26.4094491,-80.0895362
"DEUTSCHER CLUB, MILWAUKEE,WIS.",43.039702,-87.9238716590088
"King Cole Bar",41.7392367,-87.6154197
"SANFORD FL",28.8117179,-81.2680328
"Au Cochon D'Or",50.3581957,3.5190761
"HOTEL SAVOY,[NY]",40.7623826,-73.9655675291268
"BUFFALO NY(?)",42.8867166,-78.8783922
"21 BROADWAY,NEW YORK,NY",40.7644312,-73.9306136
"THE ARLINGTON, WASHINGTON,DC",38.8903961,-77.0841585
"(NEUSTADT, GERMANY?)",49.3536748,8.1360914
"LOS ANGELES,[CA?]",34.054935,-118.244476
"GUILDHALL, LONDON, ENGLAND",51.5154749,-0.0929483
"MINNETONKA BEACH; MN",44.9396852,-93.5766241
"THE ROCKINGHAM, PORTSMOUTH, NH",43.07526725,-70.75967275
"284 GREENWICH STREET, [NY]",40.738139,-74.00647
"Hotel Schloss Fuschl",47.8087072,13.2548852
"ST. GEORGE HOTEL",34.04917295,-118.245320344226
"De Hoop Op D'Swarte Walvis",52.4723846,4.8157861
"MADISON SQUARE GARDEN [NY]",40.75046835,-73.9934769375888
"S.S. COPTIC",40.0633067,-76.4329424
"MANILA, PI",32.448469,-86.9210985
"BRIGHTON BEACH, C.I. [NEW YORK]",40.577883,-73.9595826
"HOTEL BRUNSWICK, NY",40.6594065,-73.9813641
"[LAKE GEORGE, NY]",43.62761305,-73.5498006333629
